system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
78,138.0,561.0,209.0,206.0,671.0,719.0,352.0,337.0,385.0,356.0,396.0,801.0,0.0,0.0,0.0,0.0,0.0,10.0,68.0,74.0,36.0,1701.0,20190711T102029_20190711T102032_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
79,105.0,220.0,68.0,51.0,201.0,253.0,128.0,135.0,116.0,119.0,95.0,37.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,26.0,14.0,1005.0,20190404T101031_20190404T101025_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
80,194.0,527.0,290.0,256.0,524.0,508.0,374.0,346.0,267.0,219.0,244.0,305.0,0.0,0.0,0.0,0.0,0.0,6.0,54.0,52.0,38.0,2603.0,20190606T102031_20190606T102358_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
81,154.0,205.0,170.0,130.0,287.0,290.0,221.0,211.0,202.0,212.0,201.0,119.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,30.0,23.0,886.0,20190228T101029_20190228T101023_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
82,161.0,184.0,169.0,128.0,296.0,282.0,217.0,210.0,193.0,205.0,183.0,103.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,29.0,23.0,891.0,20190228T101029_20190228T101023_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
83,288.0,235.0,264.0,186.0,379.0,405.0,262.0,283.0,392.0,362.0,379.0,547.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,42.0,27.0,3112.0,20190611T102029_20190611T102030_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
84,78.0,442.0,153.0,153.0,749.0,941.0,355.0,264.0,188.0,159.0,154.0,161.0,0.0,0.0,0.0,0.0,0.0,6.0,75.0,96.0,37.0,1903.0,20190701T102029_20190701T102032_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
85,77.0,467.0,149.0,163.0,736.0,926.0,339.0,282.0,204.0,162.0,173.0,207.0,0.0,0.0,0.0,0.0,0.0,6.0,76.0,95.0,35.0,1890.0,20190701T102029_20190701T102032_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
86,281.0,225.0,266.0,189.0,355.0,404.0,257.0,277.0,388.0,361.0,379.0,521.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,42.0,27.0,3105.0,20190611T102029_20190611T102030_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
87,144.0,572.0,72.0,44.0,585.0,509.0,269.0,242.0,193.0,167.0,153.0,205.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,52.0,28.0,2173.0,20190721T102029_20190721T102325_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
88,144.0,588.0,67.0,45.0,575.0,505.0,267.0,237.0,189.0,163.0,155.0,202.0,0.0,0.0,0.0,0.0,0.0,6.0,59.0,52.0,28.0,2173.0,20190721T102029_20190721T102325_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
89,96.0,711.0,132.0,72.0,626.0,492.0,378.0,356.0,261.0,260.0,232.0,211.0,0.0,0.0,0.0,0.0,0.0,6.0,64.0,50.0,39.0,849.0,20191110T101241_20191110T101236_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
90,102.0,1402.0,558.0,507.0,694.0,648.0,482.0,488.0,625.0,513.0,705.0,2440.0,0.0,0.0,0.0,0.0,1024.0,10.0,71.0,66.0,49.0,618.0,20190507T102031_20190507T102226_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
91,102.0,1677.0,600.0,563.0,717.0,645.0,465.0,570.0,645.0,558.0,757.0,2880.0,0.0,0.0,0.0,0.0,1024.0,10.0,73.0,66.0,48.0,613.0,20190507T102031_20190507T102226_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
92,108.0,330.0,80.0,62.0,355.0,339.0,165.0,141.0,87.0,106.0,96.0,78.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,35.0,17.0,1524.0,20190517T102031_20190517T102508_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
93,300.0,14664.0,8580.0,6924.0,14192.0,13128.0,12536.0,13377.0,11701.0,11768.0,10984.0,16650.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2712.0,20190830T102029_20190830T102552_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
94,77.0,1212.0,1181.0,1198.0,1342.0,1158.0,1104.0,1198.0,1370.0,1544.0,1385.0,2057.0,9.0,0.0,0.0,0.0,0.0,10.0,137.0,118.0,113.0,599.0,20190102T102429_20190102T102505_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
95,276.0,444.0,320.0,262.0,767.0,819.0,498.0,469.0,543.0,750.0,550.0,977.0,0.0,0.0,0.0,0.0,2048.0,10.0,78.0,84.0,51.0,2696.0,20190901T101031_20190901T101134_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
96,300.0,14754.0,8662.0,7051.0,14120.0,13184.0,12600.0,13436.0,11822.0,11784.0,11190.0,16646.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2725.0,20190830T102029_20190830T102552_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
97,270.0,449.0,321.0,269.0,760.0,831.0,521.0,442.0,566.0,791.0,581.0,918.0,0.0,0.0,0.0,0.0,2048.0,10.0,78.0,85.0,53.0,2687.0,20190901T101031_20190901T101134_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
98,108.0,327.0,83.0,58.0,353.0,336.0,163.0,145.0,92.0,108.0,95.0,65.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,35.0,17.0,1521.0,20190517T102031_20190517T102508_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
99,96.0,715.0,129.0,72.0,601.0,496.0,367.0,358.0,259.0,263.0,219.0,227.0,0.0,0.0,0.0,0.0,0.0,6.0,62.0,51.0,38.0,855.0,20191110T101241_20191110T101236_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
100,102.0,315.0,134.0,97.0,361.0,328.0,158.0,161.0,160.0,167.0,163.0,235.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,34.0,17.0,1748.0,20190618T101029_20190618T101307_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
101,144.0,621.0,208.0,146.0,640.0,650.0,342.0,308.0,300.0,358.0,277.0,378.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,67.0,35.0,1659.0,20190812T101031_20190812T101028_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
102,96.0,623.0,478.0,275.0,832.0,947.0,733.0,740.0,575.0,645.0,468.0,518.0,0.0,0.0,0.0,0.0,0.0,6.0,85.0,97.0,75.0,2045.0,20190810T102029_20190810T102030_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
103,77.0,1286.0,1195.0,1199.0,1278.0,1096.0,1019.0,1265.0,1364.0,1494.0,1394.0,2229.0,10.0,0.0,0.0,0.0,0.0,10.0,130.0,112.0,104.0,592.0,20190102T102429_20190102T102505_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
104,96.0,590.0,457.0,264.0,807.0,974.0,673.0,655.0,541.0,637.0,432.0,459.0,0.0,0.0,0.0,0.0,0.0,6.0,81.0,99.0,70.0,2041.0,20190810T102029_20190810T102030_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
105,240.0,693.0,103.0,79.0,664.0,678.0,339.0,323.0,282.0,281.0,255.0,381.0,0.0,0.0,0.0,0.0,0.0,6.0,68.0,69.0,35.0,2126.0,20190802T101031_20190802T101344_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
106,105.0,314.0,134.0,97.0,367.0,327.0,155.0,163.0,159.0,165.0,164.0,259.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,34.0,16.0,1759.0,20190618T101029_20190618T101307_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
107,131.0,622.0,208.0,146.0,647.0,656.0,351.0,317.0,309.0,371.0,301.0,388.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,67.0,36.0,1656.0,20190812T101031_20190812T101028_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
108,235.0,711.0,103.0,75.0,666.0,667.0,334.0,318.0,290.0,283.0,250.0,379.0,0.0,0.0,0.0,0.0,0.0,6.0,68.0,68.0,34.0,2140.0,20190802T101031_20190802T101344_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
109,148.0,5441.0,5074.0,5096.0,5252.0,5000.0,4992.0,5438.0,5421.0,5308.0,5377.0,7937.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1219.0,20190221T102039_20190221T102520_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
110,84.0,247.0,374.0,319.0,355.0,367.0,243.0,259.0,419.0,477.0,418.0,580.0,0.0,0.0,0.0,0.0,0.0,10.0,37.0,38.0,25.0,795.0,20191006T101029_20191006T101025_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
111,119.0,1094.0,1323.0,1478.0,1158.0,1106.0,1144.0,1241.0,1509.0,1510.0,1622.0,2021.0,12.0,0.0,0.0,0.0,0.0,10.0,118.0,113.0,117.0,573.0,20190122T102329_20190122T102330_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
112,65.0,4569.0,3981.0,3622.0,5976.0,4892.0,4556.0,4456.0,4257.0,5724.0,4201.0,5969.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,769.0,20190313T102019_20190313T102552_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
113,126.0,271.0,219.0,218.0,396.0,418.0,262.0,254.0,278.0,298.0,276.0,459.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,44.0,27.0,933.0,20190919T102019_20190919T102022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
114,143.0,5462.0,5039.0,5072.0,5304.0,5024.0,4984.0,5378.0,5392.0,5368.0,5347.0,7937.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1198.0,20190221T102039_20190221T102520_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
115,65.0,5167.0,4104.0,3698.0,5736.0,4828.0,4448.0,4669.0,4316.0,5596.0,4240.0,6742.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,768.0,20190313T102019_20190313T102552_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
116,119.0,1115.0,1336.0,1482.0,1100.0,1052.0,1128.0,1309.0,1546.0,1434.0,1673.0,2092.0,12.0,0.0,0.0,0.0,0.0,10.0,112.0,107.0,115.0,586.0,20190122T102329_20190122T102330_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
117,84.0,248.0,377.0,309.0,347.0,365.0,241.0,259.0,410.0,470.0,404.0,582.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,38.0,25.0,795.0,20191006T101029_20191006T101025_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
118,149.0,297.0,79.0,65.0,349.0,340.0,232.0,211.0,159.0,140.0,126.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,35.0,24.0,1261.0,20190323T102029_20190323T102023_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
119,120.0,8133.0,5042.0,4477.0,7552.0,7044.0,6596.0,6993.0,6581.0,6540.0,6411.0,10306.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2168.0,20190926T101029_20190926T101317_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
120,138.0,255.0,216.0,208.0,368.0,392.0,254.0,244.0,255.0,280.0,261.0,415.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,40.0,26.0,930.0,20190919T102019_20190919T102022_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
121,160.0,284.0,74.0,72.0,344.0,334.0,216.0,202.0,142.0,125.0,107.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,34.0,22.0,1268.0,20190323T102029_20190323T102023_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
122,126.0,8096.0,5060.0,4467.0,7560.0,7060.0,6624.0,7028.0,6588.0,6564.0,6395.0,10076.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2151.0,20190926T101029_20190926T101317_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
123,126.0,2397.0,2779.0,3036.0,904.0,1116.0,1360.0,2089.0,3070.0,1656.0,3534.0,4591.0,0.0,0.0,0.0,0.0,1024.0,5.0,90.0,113.0,138.0,1064.0,20190914T102021_20190914T102022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
124,138.0,11897.0,8211.0,7017.0,11904.0,11384.0,11016.0,11580.0,10762.0,11272.0,10582.0,15730.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1615.0,20190628T101039_20190628T101033_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
125,132.0,1832.0,2478.0,2779.0,1040.0,1400.0,1764.0,1754.0,2615.0,1948.0,3045.0,3770.0,0.0,0.0,0.0,0.0,0.0,5.0,104.0,143.0,182.0,1063.0,20190914T102021_20190914T102022_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
126,77.0,117.0,94.0,100.0,135.0,78.0,76.0,61.0,87.0,64.0,86.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.0,1024.0,20190208T101159_20190208T101158_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
127,114.0,11547.0,8048.0,6901.0,11552.0,11120.0,10824.0,11289.0,10609.0,11120.0,10472.0,15615.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1636.0,20190628T101039_20190628T101033_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
128,119.0,363.0,486.0,423.0,324.0,453.0,373.0,428.0,472.0,509.0,511.0,1003.0,0.0,0.0,0.0,0.0,2048.0,10.0,33.0,47.0,38.0,743.0,20190223T101021_20190223T101031_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
129,89.0,133.0,98.0,104.0,99.0,47.0,57.0,45.0,49.0,52.0,78.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.0,1023.0,20190208T101159_20190208T101158_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
130,113.0,6586.0,4272.0,3660.0,6068.0,5868.0,5668.0,5966.0,5743.0,5728.0,5625.0,12221.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1475.0,20190226T102021_20190226T102019_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
131,119.0,352.0,488.0,419.0,304.0,455.0,370.0,420.0,477.0,531.0,511.0,1007.0,0.0,0.0,0.0,0.0,2048.0,10.0,31.0,47.0,38.0,736.0,20190223T101021_20190223T101031_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
132,101.0,393.0,734.0,673.0,431.0,466.0,420.0,583.0,766.0,581.0,870.0,425.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,48.0,43.0,762.0,20190305T101021_20190305T101019_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
133,101.0,447.0,716.0,708.0,410.0,427.0,391.0,538.0,745.0,524.0,909.0,513.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,44.0,40.0,767.0,20190305T101021_20190305T101019_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
134,154.0,6985.0,4363.0,3688.0,6348.0,6040.0,5856.0,6275.0,5963.0,5816.0,5813.0,12907.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1524.0,20190226T102021_20190226T102019_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
135,126.0,381.0,140.0,80.0,393.0,356.0,188.0,155.0,155.0,171.0,160.0,110.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,37.0,20.0,1296.0,20190916T101029_20190916T101024_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
136,348.0,523.0,301.0,215.0,761.0,651.0,424.0,422.0,450.0,703.0,469.0,713.0,0.0,0.0,0.0,0.0,0.0,6.0,78.0,67.0,44.0,1385.0,20190524T101031_20190524T101129_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
137,258.0,2147.0,1728.0,1895.0,1964.0,1684.0,1304.0,1576.0,2693.0,2428.0,2899.0,4686.0,10.0,0.0,0.0,0.0,0.0,6.0,200.0,172.0,133.0,1881.0,20190621T102029_20190621T102031_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
138,126.0,376.0,145.0,75.0,394.0,358.0,181.0,155.0,156.0,177.0,155.0,112.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,37.0,19.0,1295.0,20190916T101029_20190916T101024_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
139,288.0,2096.0,1548.0,1758.0,1916.0,1650.0,1256.0,1443.0,2348.0,2348.0,2658.0,4481.0,15.0,0.0,0.0,0.0,0.0,6.0,195.0,167.0,127.0,1870.0,20190621T102029_20190621T102031_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
140,432.0,403.0,273.0,202.0,732.0,581.0,347.0,323.0,263.0,593.0,290.0,714.0,0.0,0.0,0.0,0.0,0.0,6.0,75.0,60.0,36.0,1387.0,20190524T101031_20190524T101129_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
141,166.0,1484.0,1982.0,1864.0,1466.0,1318.0,1388.0,1553.0,1671.0,1844.0,1773.0,2469.0,14.0,0.0,0.0,0.0,0.0,6.0,149.0,134.0,142.0,652.0,20190119T101339_20190119T101338_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
142,102.0,1675.0,1715.0,1517.0,1920.0,1796.0,1850.0,2070.0,2212.0,2134.0,2129.0,4204.0,37.0,0.0,0.0,0.0,2048.0,8.0,196.0,183.0,188.0,1021.0,20191128T102259_20191128T102255_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
143,102.0,1518.0,1702.0,1454.0,1880.0,1776.0,1844.0,2116.0,2138.0,2152.0,2041.0,3854.0,39.0,0.0,0.0,0.0,2048.0,8.0,192.0,181.0,188.0,1021.0,20191128T102259_20191128T102255_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
144,161.0,1428.0,1980.0,1857.0,1514.0,1342.0,1406.0,1588.0,1664.0,1896.0,1755.0,2273.0,15.0,0.0,0.0,0.0,0.0,6.0,154.0,137.0,143.0,670.0,20190119T101339_20190119T101338_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
145,192.0,2293.0,2597.0,1573.0,3356.0,3310.0,2740.0,2475.0,2754.0,4196.0,2675.0,3526.0,64.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,255.0,1735.0,20190904T102021_20190904T102045_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
146,204.0,2740.0,2961.0,1992.0,3448.0,3226.0,2512.0,2895.0,3311.0,4244.0,3263.0,4088.0,82.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,1711.0,20190904T102021_20190904T102045_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
147,156.0,5353.0,4307.0,3890.0,4760.0,4536.0,4392.0,4675.0,4346.0,4428.0,4413.0,5226.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1018.0,20191203T102401_20191203T102415_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
148,125.0,2335.0,2465.0,2353.0,2080.0,2132.0,2010.0,2317.0,2985.0,3028.0,3096.0,4557.0,41.0,0.0,0.0,0.0,1024.0,8.0,212.0,217.0,205.0,1373.0,20190427T102031_20190427T102320_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
149,126.0,9419.0,6019.0,5901.0,7692.0,7240.0,7360.0,7908.0,8050.0,8084.0,8369.0,15538.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,513.0,20191215T101329_20191215T101327_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
150,204.0,1580.0,1553.0,1396.0,2496.0,2662.0,2592.0,2775.0,3539.0,4004.0,3616.0,3679.0,100.0,0.0,0.0,0.0,1024.0,9.0,254.0,255.0,255.0,696.0,20190929T102029_20190929T102023_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
151,204.0,1558.0,1569.0,1412.0,2480.0,2630.0,2576.0,2794.0,3550.0,3980.0,3649.0,3683.0,100.0,0.0,0.0,0.0,1024.0,9.0,252.0,255.0,255.0,694.0,20190929T102029_20190929T102023_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
152,156.0,5229.0,4247.0,3823.0,4800.0,4564.0,4444.0,4611.0,4324.0,4508.0,4362.0,5106.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1019.0,20191203T102401_20191203T102415_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
153,131.0,2459.0,2476.0,2343.0,2070.0,2140.0,1980.0,2385.0,2973.0,2976.0,3096.0,4822.0,43.0,0.0,0.0,0.0,0.0,8.0,211.0,218.0,202.0,1378.0,20190427T102031_20190427T102320_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
154,204.0,2462.0,1885.0,1689.0,2690.0,2530.0,2194.0,2431.0,2913.0,3164.0,2908.0,6937.0,50.0,0.0,0.0,0.0,2048.0,8.0,255.0,255.0,223.0,1625.0,20190820T102029_20190820T102459_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
