system:index,AOT,B1,B12,B2,B3,B4,B5,B6,B7,B8,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
225,168.0,6180.0,3419.0,6332.0,6080.0,5612.0,6047.0,6091.0,6222.0,6616.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1550.0,20190817T101029_20190817T101605_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
226,204.0,9381.0,2546.0,9128.0,8936.0,8728.0,9075.0,8824.0,8777.0,9040.0,82.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,759.0,20191016T101029_20191016T101025_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
227,204.0,8413.0,1660.0,8288.0,8032.0,7828.0,7907.0,7877.0,7876.0,8148.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,509.0,20190731T102029_20190731T102031_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
228,202.0,8411.0,4763.0,8264.0,8248.0,8408.0,8560.0,8411.0,8400.0,8632.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,651.0,20190414T101031_20190414T101248_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
229,202.0,4405.0,2956.0,4288.0,4068.0,4074.0,4442.0,4494.0,4453.0,4796.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,540.0,20190129T101259_20190129T101440_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
230,204.0,7757.0,4099.0,7044.0,6312.0,6332.0,6741.0,6863.0,6619.0,6972.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,455.0,20191218T102339_20191218T102604_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
231,204.0,6202.0,3572.0,6388.0,6528.0,6704.0,6910.0,6950.0,7019.0,7316.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,686.0,20190815T102031_20190815T102026_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
232,204.0,8422.0,1670.0,8264.0,7980.0,7816.0,7939.0,7878.0,7863.0,8116.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,519.0,20190731T102029_20190731T102031_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
233,204.0,6355.0,3566.0,6508.0,6620.0,6756.0,6952.0,6974.0,7051.0,7348.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,684.0,20190815T102031_20190815T102026_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
234,202.0,4335.0,2965.0,4244.0,4030.0,4042.0,4393.0,4537.0,4493.0,4744.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,552.0,20190129T101259_20190129T101440_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
235,204.0,6663.0,2761.0,6024.0,5744.0,5648.0,5714.0,5510.0,5472.0,5700.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,467.0,20191120T101321_20191120T101408_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
236,204.0,6636.0,2709.0,6048.0,5672.0,5656.0,5627.0,5386.0,5385.0,5712.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,469.0,20191120T101321_20191120T101408_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
237,204.0,1.0,370.0,136.0,363.0,415.0,475.0,584.0,550.0,634.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,37.0,43.0,1053.0,20191115T101209_20191115T101203_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
238,202.0,7602.0,3011.0,7388.0,6540.0,6876.0,7134.0,6981.0,6965.0,7300.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,383.0,20190109T101409_20190109T101406_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
239,202.0,7551.0,2936.0,7316.0,6572.0,6856.0,7078.0,6977.0,6917.0,7304.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,359.0,20190109T101409_20190109T101406_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
240,204.0,5254.0,2433.0,5260.0,5420.0,5584.0,5639.0,5910.0,5979.0,6420.0,0.0,14.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,246.0,20191103T102211_20191103T102205_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
241,204.0,1.0,366.0,46.0,270.0,356.0,423.0,496.0,495.0,611.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,28.0,37.0,988.0,20191115T101209_20191115T101203_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
242,204.0,11364.0,3314.0,11072.0,10272.0,9872.0,10067.0,9564.0,9204.0,9880.0,0.0,42.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,742.0,20191118T102219_20191118T102220_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
243,204.0,12089.0,3366.0,11624.0,10656.0,10120.0,10341.0,9843.0,9438.0,10096.0,0.0,41.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,838.0,20191118T102219_20191118T102220_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
244,202.0,10499.0,5971.0,10432.0,10104.0,9944.0,9860.0,9692.0,9966.0,10016.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,615.0,20190429T101029_20190429T101238_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
245,202.0,10867.0,3450.0,10448.0,9736.0,9208.0,8978.0,8723.0,8620.0,9408.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,263.0,20190201T102249_20190201T102243_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
246,202.0,10972.0,3462.0,10504.0,9784.0,9256.0,9009.0,8751.0,8564.0,9464.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,266.0,20190201T102249_20190201T102243_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
247,202.0,9126.0,5886.0,9344.0,9304.0,9408.0,9336.0,9244.0,9595.0,9704.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,495.0,20190429T101029_20190429T101238_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
248,204.0,5407.0,2407.0,5372.0,5512.0,5576.0,5762.0,5916.0,6064.0,6436.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,244.0,20191103T102211_20191103T102205_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
249,204.0,12609.0,5326.0,11336.0,10472.0,9872.0,10364.0,9757.0,9507.0,9552.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1985.0,20190716T102031_20190716T102028_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
250,204.0,12687.0,5375.0,11368.0,10456.0,9952.0,10454.0,9852.0,9582.0,9528.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1991.0,20190716T102031_20190716T102028_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
251,119.0,7521.0,2152.0,6684.0,6064.0,5916.0,6167.0,6330.0,6316.0,6636.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,543.0,20190504T101031_20190504T101433_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
252,202.0,8155.0,3505.0,8264.0,7972.0,7860.0,8382.0,8146.0,7917.0,8544.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,529.0,20190310T101019_20190310T101022_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
253,202.0,8419.0,3486.0,8528.0,8188.0,7984.0,8313.0,8098.0,7928.0,8656.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,536.0,20190310T101019_20190310T101022_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
254,143.0,7718.0,2164.0,6836.0,6168.0,6024.0,6297.0,6447.0,6428.0,6708.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,534.0,20190504T101031_20190504T101433_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
255,204.0,8458.0,2743.0,8504.0,8184.0,7736.0,7758.0,7497.0,7398.0,8000.0,0.0,53.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,323.0,20191208T102319_20191208T102419_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
